product_name,date,quantity_sold,price_per_kg
Mango,2023-06-14,102,70
Orange,2023-06-14,369,40
Papaya,2023-06-14,394,16
Grapes,2023-06-14,275,59
Tomato,2023-06-15,303,59
Potato,2023-06-15,324,68
Onion,2023-06-15,69,10
Carrot,2023-06-15,156,93
Cabbage,2023-06-15,370,47
Brinjal,2023-06-15,320,45
Cauliflower,2023-06-15,490,75
Spinach,2023-06-15,426,42
Beans,2023-06-15,367,53
Apple,2023-06-15,385,40
Banana,2023-06-15,159,103
Mango,2023-06-15,172,61
Orange,2023-06-15,83,115
Papaya,2023-06-15,457,73
Grapes,2023-06-15,203,113
Tomato,2023-06-16,346,68
Potato,2023-06-16,148,35
Onion,2023-06-16,146,35
Carrot,2023-06-16,91,57
Cabbage,2023-06-16,176,50
Brinjal,2023-06-16,72,54
Cauliflower,2023-06-16,473,53
Spinach,2023-06-16,385,17
Beans,2023-06-16,172,38
Apple,2023-06-16,357,21
Banana,2023-06-16,165,81
Mango,2023-06-16,411,82
Orange,2023-06-16,488,75
Papaya,2023-06-16,266,87
Grapes,2023-06-16,490,39
Tomato,2023-06-17,408,90
Potato,2023-06-17,432,29
Onion,2023-06-17,500,95
Carrot,2023-06-17,481,43
Cabbage,2023-06-17,83,88
Brinjal,2023-06-17,167,24
Cauliflower,2023-06-17,423,57
Spinach,2023-06-17,426,17
Beans,2023-06-17,70,23
Apple,2023-06-17,61,38
Banana,2023-06-17,412,116
Mango,2023-06-17,496,13
Orange,2023-06-17,104,13
Papaya,2023-06-17,461,63
Grapes,2023-06-17,419,56
Tomato,2023-06-18,277,33
Potato,2023-06-18,168,99
Onion,2023-06-18,434,119
Carrot,2023-06-18,268,37
Cabbage,2023-06-18,250,14
Brinjal,2023-06-18,130,38
Cauliflower,2023-06-18,295,26
Spinach,2023-06-18,417,104
Beans,2023-06-18,342,48
Apple,2023-06-18,53,49
Banana,2023-06-18,377,74
Mango,2023-06-18,438,76
Orange,2023-06-18,468,45
Papaya,2023-06-18,79,37
Grapes,2023-06-18,159,12
Tomato,2023-06-19,247,12
Potato,2023-06-19,79,78
Onion,2023-06-19,222,30
Carrot,2023-06-19,330,75
Cabbage,2023-06-19,63,85
Brinjal,2023-06-19,149,32
Cauliflower,2023-06-19,412,63
Spinach,2023-06-19,432,106
Beans,2023-06-19,144,94
Apple,2023-06-19,168,42
Banana,2023-06-19,344,70
Mango,2023-06-19,465,119
Orange,2023-06-19,136,33
Papaya,2023-06-19,387,70
Grapes,2023-06-19,486,43
Tomato,2023-06-20,60,61
Potato,2023-06-20,271,83
Onion,2023-06-20,383,37
Carrot,2023-06-20,100,62
Cabbage,2023-06-20,489,94
Brinjal,2023-06-20,67,50
Cauliflower,2023-06-20,307,42
Spinach,2023-06-20,82,106
Beans,2023-06-20,446,31
Apple,2023-06-20,271,86
Banana,2023-06-20,453,57
Mango,2023-06-20,491,86
Orange,2023-06-20,268,64
Papaya,2023-06-20,197,30
Grapes,2023-06-20,53,44
Tomato,2023-06-21,268,49
Potato,2023-06-21,91,96
Onion,2023-06-21,396,16
Carrot,2023-06-21,335,34
Cabbage,2023-06-21,82,39
Brinjal,2023-06-21,378,79
Cauliflower,2023-06-21,171,112
Spinach,2023-06-21,321,98
Beans,2023-06-21,322,47
Apple,2023-06-21,94,16
Banana,2023-06-21,71,91
Mango,2023-06-21,384,38
Orange,2023-06-21,74,13
Papaya,2023-06-21,188,32
Grapes,2023-06-21,357,17
Tomato,2023-06-22,167,68
Potato,2023-06-22,247,28
Onion,2023-06-22,450,11
Carrot,2023-06-22,52,29
Cabbage,2023-06-22,178,84
Brinjal,2023-06-22,379,25
Cauliflower,2023-06-22,386,61
Spinach,2023-06-22,189,32
Beans,2023-06-22,105,45
Apple,2023-06-22,398,115
Banana,2023-06-22,212,82
Mango,2023-06-22,193,116
Orange,2023-06-22,75,94
Papaya,2023-06-22,104,91
Grapes,2023-06-22,218,89
Tomato,2023-06-23,238,29
Potato,2023-06-23,214,47
Onion,2023-06-23,230,85
Carrot,2023-06-23,166,11
Cabbage,2023-06-23,229,34
Brinjal,2023-06-23,334,61
Cauliflower,2023-06-23,203,73
Spinach,2023-06-23,360,24
Beans,2023-06-23,295,50
Apple,2023-06-23,159,90
Banana,2023-06-23,229,116
Mango,2023-06-23,336,97
Orange,2023-06-23,92,42
Papaya,2023-06-23,458,48
Grapes,2023-06-23,121,80
Tomato,2023-06-24,245,105
Potato,2023-06-24,105,50
Onion,2023-06-24,287,60
Carrot,2023-06-24,425,102
Cabbage,2023-06-24,88,117
Brinjal,2023-06-24,81,79
Cauliflower,2023-06-24,416,88
Spinach,2023-06-24,361,73
Beans,2023-06-24,314,48
Apple,2023-06-24,396,83
Banana,2023-06-24,149,87
Mango,2023-06-24,166,99
Orange,2023-06-24,429,75
Papaya,2023-06-24,73,40
Grapes,2023-06-24,86,52
Tomato,2023-06-25,170,88
Potato,2023-06-25,61,34
Onion,2023-06-25,198,44
Carrot,2023-06-25,384,60
Cabbage,2023-06-25,380,109
Brinjal,2023-06-25,327,117
Cauliflower,2023-06-25,349,95
Spinach,2023-06-25,198,69
Beans,2023-06-25,306,32
Apple,2023-06-25,164,89
Banana,2023-06-25,455,105
Mango,2023-06-25,473,82
Orange,2023-06-25,107,73
Papaya,2023-06-25,240,104
Grapes,2023-06-25,373,107
Tomato,2023-06-26,148,103
Potato,2023-06-26,422,42
Onion,2023-06-26,149,116
Carrot,2023-06-26,210,23
Cabbage,2023-06-26,449,54
Brinjal,2023-06-26,407,89
Cauliflower,2023-06-26,315,49
Spinach,2023-06-26,471,65
Beans,2023-06-26,134,93
Apple,2023-06-26,223,30
Banana,2023-06-26,472,111
Mango,2023-06-26,219,83
Orange,2023-06-26,354,85
Papaya,2023-06-26,191,97
Grapes,2023-06-26,231,16
Tomato,2023-06-27,83,32
Potato,2023-06-27,273,96
Onion,2023-06-27,329,62
Carrot,2023-06-27,424,57
Cabbage,2023-06-27,403,64
Brinjal,2023-06-27,190,23
Cauliflower,2023-06-27,146,58
Spinach,2023-06-27,282,21
Beans,2023-06-27,407,44
Apple,2023-06-27,154,57
Banana,2023-06-27,487,91
Mango,2023-06-27,208,73
Orange,2023-06-27,106,52
Papaya,2023-06-27,317,12
Grapes,2023-06-27,102,58
Tomato,2023-06-28,380,20
Potato,2023-06-28,88,55
Onion,2023-06-28,398,43
Carrot,2023-06-28,401,87
Cabbage,2023-06-28,147,12
Brinjal,2023-06-28,355,86
Cauliflower,2023-06-28,303,113
Spinach,2023-06-28,135,111
Beans,2023-06-28,367,55
Apple,2023-06-28,79,19
Banana,2023-06-28,102,28
Mango,2023-06-28,359,84
Orange,2023-06-28,446,57
Papaya,2023-06-28,185,13
Grapes,2023-06-28,114,51
Tomato,2023-06-29,290,29
Potato,2023-06-29,326,34
Onion,2023-06-29,297,28
Carrot,2023-06-29,166,36
Cabbage,2023-06-29,236,69
Brinjal,2023-06-29,498,23
Cauliflower,2023-06-29,420,11
Spinach,2023-06-29,385,36
Beans,2023-06-29,387,116
Apple,2023-06-29,479,32
Banana,2023-06-29,382,79
Mango,2023-06-29,308,26
Orange,2023-06-29,343,106
Papaya,2023-06-29,350,42
Grapes,2023-06-29,313,88
Tomato,2023-06-30,454,17
Potato,2023-06-30,440,80
Onion,2023-06-30,218,106
Carrot,2023-06-30,234,105
Cabbage,2023-06-30,241,15
Brinjal,2023-06-30,445,43
Cauliflower,2023-06-30,291,116
Spinach,2023-06-30,267,85
Beans,2023-06-30,139,109
Apple,2023-06-30,239,86
Banana,2023-06-30,156,40
Mango,2023-06-30,119,13
Orange,2023-06-30,385,86
Papaya,2023-06-30,319,74
Grapes,2023-06-30,245,84
Tomato,2023-07-01,132,74
Potato,2023-07-01,419,120
Onion,2023-07-01,341,16
Carrot,2023-07-01,432,20
Cabbage,2023-07-01,243,64
Brinjal,2023-07-01,82,72
Cauliflower,2023-07-01,73,102
Spinach,2023-07-01,182,100
Beans,2023-07-01,247,48
Apple,2023-07-01,228,103
Banana,2023-07-01,312,57
Mango,2023-07-01,237,11
Orange,2023-07-01,229,100
Papaya,2023-07-01,391,115
Grapes,2023-07-01,68,110
Tomato,2023-07-02,402,110
Potato,2023-07-02,480,82
Onion,2023-07-02,423,43
Carrot,2023-07-02,489,65
Cabbage,2023-07-02,495,15
Brinjal,2023-07-02,166,46
Cauliflower,2023-07-02,424,27
Spinach,2023-07-02,391,55
Beans,2023-07-02,114,70
Apple,2023-07-02,435,65
Banana,2023-07-02,476,12
Mango,2023-07-02,235,21
Orange,2023-07-02,170,49
Papaya,2023-07-02,235,69
Grapes,2023-07-02,279,114
Tomato,2023-07-03,360,47
Potato,2023-07-03,278,75
Onion,2023-07-03,348,48
Carrot,2023-07-03,252,49
Cabbage,2023-07-03,159,57
Brinjal,2023-07-03,205,42
Cauliflower,2023-07-03,459,101
Spinach,2023-07-03,328,53
Beans,2023-07-03,484,97
Apple,2023-07-03,340,38
Banana,2023-07-03,264,78
Mango,2023-07-03,235,63
Orange,2023-07-03,66,54
Papaya,2023-07-03,122,60
Grapes,2023-07-03,400,32
Tomato,2023-07-04,53,58
Potato,2023-07-04,143,96
Onion,2023-07-04,65,74
Carrot,2023-07-04,112,103
Cabbage,2023-07-04,238,63
Brinjal,2023-07-04,68,80
Cauliflower,2023-07-04,137,49
Spinach,2023-07-04,420,57
Beans,2023-07-04,115,57
Apple,2023-07-04,358,62
Banana,2023-07-04,226,54
Mango,2023-07-04,472,28
Orange,2023-07-04,216,116
Papaya,2023-07-04,284,67
Grapes,2023-07-04,69,59
Tomato,2023-07-05,310,28
Potato,2023-07-05,314,50
Onion,2023-07-05,142,60
Carrot,2023-07-05,217,100
Cabbage,2023-07-05,130,79
Brinjal,2023-07-05,486,33
Cauliflower,2023-07-05,69,32
Spinach,2023-07-05,354,75
Beans,2023-07-05,97,83
Apple,2023-07-05,161,58
Banana,2023-07-05,216,119
Mango,2023-07-05,177,22
Orange,2023-07-05,470,97
Papaya,2023-07-05,59,35
Grapes,2023-07-05,310,40
Tomato,2023-07-06,123,93
Potato,2023-07-06,168,11
Onion,2023-07-06,486,40
Carrot,2023-07-06,371,95
Cabbage,2023-07-06,421,31
Brinjal,2023-07-06,141,103
Cauliflower,2023-07-06,144,23
Spinach,2023-07-06,317,97
Beans,2023-07-06,329,120
Apple,2023-07-06,127,89
Banana,2023-07-06,104,36
Mango,2023-07-06,397,17
Orange,2023-07-06,87,83
Papaya,2023-07-06,291,71
Grapes,2023-07-06,478,40
Tomato,2023-07-07,470,90
Potato,2023-07-07,443,14
Onion,2023-07-07,148,84
Carrot,2023-07-07,83,93
Cabbage,2023-07-07,186,104
Brinjal,2023-07-07,234,73
Cauliflower,2023-07-07,155,106
Spinach,2023-07-07,131,117
Beans,2023-07-07,231,92
Apple,2023-07-07,227,70
Banana,2023-07-07,459,108
Mango,2023-07-07,303,95
Orange,2023-07-07,215,117
Papaya,2023-07-07,305,68
Grapes,2023-07-07,100,115
Tomato,2023-07-08,489,85
Potato,2023-07-08,187,74
Onion,2023-07-08,164,35
Carrot,2023-07-08,329,80
Cabbage,2023-07-08,94,99
Brinjal,2023-07-08,294,93
Cauliflower,2023-07-08,103,86
Spinach,2023-07-08,61,74
Beans,2023-07-08,108,106
Apple,2023-07-08,239,54
Banana,2023-07-08,110,47
Mango,2023-07-08,373,98
Orange,2023-07-08,367,94
Papaya,2023-07-08,136,29
Grapes,2023-07-08,487,92
Tomato,2023-07-09,330,112
Potato,2023-07-09,134,89
Onion,2023-07-09,187,67
Carrot,2023-07-09,488,86
Cabbage,2023-07-09,59,77
Brinjal,2023-07-09,160,19
Cauliflower,2023-07-09,446,79
Spinach,2023-07-09,190,29
Beans,2023-07-09,499,101
Apple,2023-07-09,409,11
Banana,2023-07-09,290,23
Mango,2023-07-09,86,46
Orange,2023-07-09,477,117
Papaya,2023-07-09,113,88
Grapes,2023-07-09,427,78
Tomato,2023-07-10,253,11
Potato,2023-07-10,369,15
Onion,2023-07-10,117,69
Carrot,2023-07-10,341,108
Cabbage,2023-07-10,234,13
Brinjal,2023-07-10,202,35
Cauliflower,2023-07-10,83,68
Spinach,2023-07-10,71,15
Beans,2023-07-10,158,104
Apple,2023-07-10,223,11
Banana,2023-07-10,179,96
Mango,2023-07-10,201,108
Orange,2023-07-10,165,102
Papaya,2023-07-10,355,103
Grapes,2023-07-10,266,12
Tomato,2023-07-11,254,36
Potato,2023-07-11,157,89
Onion,2023-07-11,271,102
Carrot,2023-07-11,370,48
Cabbage,2023-07-11,483,49
Brinjal,2023-07-11,434,60
Cauliflower,2023-07-11,211,39
Spinach,2023-07-11,326,10
Beans,2023-07-11,290,35
Apple,2023-07-11,348,23
Banana,2023-07-11,428,52
Mango,2023-07-11,426,66
Orange,2023-07-11,149,78
Papaya,2023-07-11,120,76
Grapes,2023-07-11,478,53
Tomato,2023-07-12,100,81
Potato,2023-07-12,138,36
Onion,2023-07-12,257,33
Carrot,2023-07-12,277,60
Cabbage,2023-07-12,310,41
Brinjal,2023-07-12,379,116
Cauliflower,2023-07-12,194,16
Spinach,2023-07-12,411,71
Beans,2023-07-12,412,77
Apple,2023-07-12,184,53
Banana,2023-07-12,380,89
Mango,2023-07-12,287,36
Orange,2023-07-12,473,54
Papaya,2023-07-12,237,69
Grapes,2023-07-12,318,47
Tomato,2023-07-13,340,109
Potato,2023-07-13,299,26
Onion,2023-07-13,175,78
Carrot,2023-07-13,497,38
Cabbage,2023-07-13,400,33
Brinjal,2023-07-13,447,67
Cauliflower,2023-07-13,58,110
Spinach,2023-07-13,254,94
Beans,2023-07-13,159,24
Apple,2023-07-13,215,13
Banana,2023-07-13,148,73
Mango,2023-07-13,224,96
Orange,2023-07-13,279,55
Papaya,2023-07-13,60,78
Grapes,2023-07-13,150,58
Tomato,2023-07-14,446,40
Potato,2023-07-14,215,17
Onion,2023-07-14,181,43
Carrot,2023-07-14,210,60
Cabbage,2023-07-14,196,65
Brinjal,2023-07-14,65,59
Cauliflower,2023-07-14,352,112
Spinach,2023-07-14,316,66
Beans,2023-07-14,89,51
Apple,2023-07-14,109,99
Banana,2023-07-14,490,104
Mango,2023-07-14,263,28
Orange,2023-07-14,222,61
Papaya,2023-07-14,414,109
Grapes,2023-07-14,392,20
Tomato,2023-07-15,197,102
Potato,2023-07-15,414,119
Onion,2023-07-15,401,96
Carrot,2023-07-15,483,60
Cabbage,2023-07-15,177,12
Brinjal,2023-07-15,258,32
Cauliflower,2023-07-15,257,34
Spinach,2023-07-15,377,90
Beans,2023-07-15,223,16
Apple,2023-07-15,390,35
Banana,2023-07-15,233,37
Mango,2023-07-15,139,112
Orange,2023-07-15,377,63
Papaya,2023-07-15,254,56
Grapes,2023-07-15,343,68
Tomato,2023-07-16,125,96
Potato,2023-07-16,297,34
Onion,2023-07-16,96,47
Carrot,2023-07-16,265,31
Cabbage,2023-07-16,131,13
Brinjal,2023-07-16,232,77
Cauliflower,2023-07-16,276,13
Spinach,2023-07-16,117,83
Beans,2023-07-16,130,97
Apple,2023-07-16,348,111
Banana,2023-07-16,355,74
Mango,2023-07-16,175,58
Orange,2023-07-16,207,81
Papaya,2023-07-16,231,76
Grapes,2023-07-16,285,106
Tomato,2023-07-17,314,72
Potato,2023-07-17,185,103
Onion,2023-07-17,246,19
Carrot,2023-07-17,262,26
Cabbage,2023-07-17,148,120
Brinjal,2023-07-17,436,77
Cauliflower,2023-07-17,288,25
Spinach,2023-07-17,53,107
Beans,2023-07-17,278,113
Apple,2023-07-17,199,96
Banana,2023-07-17,466,82
Mango,2023-07-17,383,87
Orange,2023-07-17,229,83
Papaya,2023-07-17,59,67
Grapes,2023-07-17,451,12
Tomato,2023-07-18,152,116
Potato,2023-07-18,457,47
Onion,2023-07-18,102,43
Carrot,2023-07-18,185,36
Cabbage,2023-07-18,326,95
Brinjal,2023-07-18,217,60
Cauliflower,2023-07-18,127,97
Spinach,2023-07-18,443,30
Beans,2023-07-18,134,48
Apple,2023-07-18,235,89
Banana,2023-07-18,205,21
Mango,2023-07-18,148,37
Orange,2023-07-18,100,62
Papaya,2023-07-18,256,17
Grapes,2023-07-18,178,70
Tomato,2023-07-19,277,81
Potato,2023-07-19,244,51
Onion,2023-07-19,476,40
Carrot,2023-07-19,68,64
Cabbage,2023-07-19,408,38
Brinjal,2023-07-19,154,21
Cauliflower,2023-07-19,236,20
Spinach,2023-07-19,156,24
Beans,2023-07-19,474,34
Apple,2023-07-19,423,86
Banana,2023-07-19,335,75
Mango,2023-07-19,437,56
Orange,2023-07-19,278,108
Papaya,2023-07-19,445,35
Grapes,2023-07-19,69,63
Tomato,2023-07-20,363,51
Potato,2023-07-20,166,21
Onion,2023-07-20,296,104
Carrot,2023-07-20,429,115
Cabbage,2023-07-20,339,118
Brinjal,2023-07-20,226,120
Cauliflower,2023-07-20,278,117
Spinach,2023-07-20,148,68
Beans,2023-07-20,85,108
Apple,2023-07-20,383,15
Banana,2023-07-20,151,114
Mango,2023-07-20,237,63
Orange,2023-07-20,66,42
Papaya,2023-07-20,248,96
Grapes,2023-07-20,249,47
Tomato,2023-07-21,475,32
Potato,2023-07-21,62,43
Onion,2023-07-21,344,41
Carrot,2023-07-21,84,87
Cabbage,2023-07-21,298,40
Brinjal,2023-07-21,364,80
Cauliflower,2023-07-21,58,72
Spinach,2023-07-21,182,30
Beans,2023-07-21,405,24
Apple,2023-07-21,302,100
Banana,2023-07-21,368,58
Mango,2023-07-21,198,61
Orange,2023-07-21,343,109
Papaya,2023-07-21,123,55
Grapes,2023-07-21,130,79
Tomato,2023-07-22,131,120
Potato,2023-07-22,219,106
Onion,2023-07-22,469,100
Carrot,2023-07-22,170,93
Cabbage,2023-07-22,447,32
Brinjal,2023-07-22,259,43
Cauliflower,2023-07-22,456,42
Spinach,2023-07-22,280,68
Beans,2023-07-22,371,98
Apple,2023-07-22,453,66
Banana,2023-07-22,109,116
Mango,2023-07-22,452,41
Orange,2023-07-22,84,58
Papaya,2023-07-22,465,104
Grapes,2023-07-22,90,46
Tomato,2023-07-23,390,79
Potato,2023-07-23,401,16
Onion,2023-07-23,401,94
Carrot,2023-07-23,247,42
Cabbage,2023-07-23,364,41
Brinjal,2023-07-23,172,22
Cauliflower,2023-07-23,198,12
Spinach,2023-07-23,380,33
Beans,2023-07-23,265,15
Apple,2023-07-23,229,26
Banana,2023-07-23,286,54
Mango,2023-07-23,385,92
Orange,2023-07-23,319,12
Papaya,2023-07-23,157,119
Grapes,2023-07-23,344,12
Tomato,2023-07-24,380,26
Potato,2023-07-24,207,59
Onion,2023-07-24,379,76
Carrot,2023-07-24,466,15
Cabbage,2023-07-24,257,93
Brinjal,2023-07-24,358,61
Cauliflower,2023-07-24,214,39
Spinach,2023-07-24,128,56
Beans,2023-07-24,414,77
Apple,2023-07-24,71,99
Banana,2023-07-24,233,109
Mango,2023-07-24,157,30
Orange,2023-07-24,54,14
Papaya,2023-07-24,470,59
Grapes,2023-07-24,93,37
Tomato,2023-07-25,82,25
Potato,2023-07-25,350,96
Onion,2023-07-25,249,45
Carrot,2023-07-25,125,47
Cabbage,2023-07-25,388,105
Brinjal,2023-07-25,289,45
Cauliflower,2023-07-25,73,13
Spinach,2023-07-25,115,81
Beans,2023-07-25,216,52
Apple,2023-07-25,335,61
Banana,2023-07-25,422,93
Mango,2023-07-25,348,118
Orange,2023-07-25,142,67
Papaya,2023-07-25,86,112
Grapes,2023-07-25,172,11
Tomato,2023-07-26,380,105
Potato,2023-07-26,92,22
Onion,2023-07-26,431,90
Carrot,2023-07-26,282,109
Cabbage,2023-07-26,135,25
Brinjal,2023-07-26,477,26
Cauliflower,2023-07-26,384,58
Spinach,2023-07-26,285,86
Beans,2023-07-26,316,102
Apple,2023-07-26,286,45
Banana,2023-07-26,172,19
Mango,2023-07-26,208,86
Orange,2023-07-26,205,49
Papaya,2023-07-26,464,108
Grapes,2023-07-26,119,34
Tomato,2023-07-27,272,77
Potato,2023-07-27,123,117
Onion,2023-07-27,476,21
Carrot,2023-07-27,481,12
Cabbage,2023-07-27,122,24
Brinjal,2023-07-27,104,79
Cauliflower,2023-07-27,291,93
Spinach,2023-07-27,131,78
Beans,2023-07-27,455,53
Apple,2023-07-27,253,78
Banana,2023-07-27,490,14
Mango,2023-07-27,323,119
Orange,2023-07-27,111,43
Papaya,2023-07-27,370,37
Grapes,2023-07-27,280,30
Tomato,2023-07-28,391,47
Potato,2023-07-28,118,94
Onion,2023-07-28,344,84
Carrot,2023-07-28,128,97
Cabbage,2023-07-28,76,91
Brinjal,2023-07-28,281,106
Cauliflower,2023-07-28,435,32
Spinach,2023-07-28,497,97
Beans,2023-07-28,236,39
Apple,2023-07-28,466,28
Banana,2023-07-28,348,98
Mango,2023-07-28,287,68
Orange,2023-07-28,418,63
Papaya,2023-07-28,62,37
Grapes,2023-07-28,234,19
Tomato,2023-07-29,330,112
Potato,2023-07-29,321,59
Onion,2023-07-29,111,52
Carrot,2023-07-29,78,95
Cabbage,2023-07-29,291,38
Brinjal,2023-07-29,194,116
Cauliflower,2023-07-29,162,45
Spinach,2023-07-29,309,13
Beans,2023-07-29,352,28
Apple,2023-07-29,465,91
Banana,2023-07-29,153,119
Mango,2023-07-29,492,16
Orange,2023-07-29,165,111
Papaya,2023-07-29,377,33
Grapes,2023-07-29,76,109
Tomato,2023-07-30,155,14
Potato,2023-07-30,270,55
Onion,2023-07-30,60,83
Carrot,2023-07-30,457,28
Cabbage,2023-07-30,70,87
Brinjal,2023-07-30,247,112
Cauliflower,2023-07-30,77,116
Spinach,2023-07-30,341,106
Beans,2023-07-30,306,27
Apple,2023-07-30,446,120
Banana,2023-07-30,125,107
Mango,2023-07-30,366,86
Orange,2023-07-30,221,24
Papaya,2023-07-30,451,48
Grapes,2023-07-30,164,35
Tomato,2023-07-31,79,30
Potato,2023-07-31,298,103
Onion,2023-07-31,491,17
Carrot,2023-07-31,367,120
Cabbage,2023-07-31,200,62
Brinjal,2023-07-31,485,96
Cauliflower,2023-07-31,302,11
Spinach,2023-07-31,437,94
Beans,2023-07-31,166,108
Apple,2023-07-31,321,18
Banana,2023-07-31,434,50
Mango,2023-07-31,115,43
Orange,2023-07-31,119,53
Papaya,2023-07-31,98,15
Grapes,2023-07-31,216,92
Tomato,2023-08-01,474,64
Potato,2023-08-01,113,27
Onion,2023-08-01,75,40
Carrot,2023-08-01,488,61
Cabbage,2023-08-01,149,59
Brinjal,2023-08-01,309,101
Cauliflower,2023-08-01,198,55
Spinach,2023-08-01,67,111
Beans,2023-08-01,168,71
Apple,2023-08-01,379,51
Banana,2023-08-01,148,89
Mango,2023-08-01,437,27
Orange,2023-08-01,210,118
Papaya,2023-08-01,309,65
Grapes,2023-08-01,166,22
Tomato,2023-08-02,150,55
Potato,2023-08-02,348,96
Onion,2023-08-02,420,12
Carrot,2023-08-02,477,56
Cabbage,2023-08-02,489,66
Brinjal,2023-08-02,139,46
Cauliflower,2023-08-02,101,41
Spinach,2023-08-02,98,113
Beans,2023-08-02,372,108
Apple,2023-08-02,384,50
Banana,2023-08-02,396,25
Mango,2023-08-02,176,31
Orange,2023-08-02,351,96
Papaya,2023-08-02,257,108
Grapes,2023-08-02,466,110
Tomato,2023-08-03,284,90
Potato,2023-08-03,456,103
Onion,2023-08-03,182,94
Carrot,2023-08-03,450,91
Cabbage,2023-08-03,194,35
Brinjal,2023-08-03,369,59
Cauliflower,2023-08-03,488,63
Spinach,2023-08-03,371,32
Beans,2023-08-03,194,68
Apple,2023-08-03,127,50
Banana,2023-08-03,271,25
Mango,2023-08-03,411,55
Orange,2023-08-03,185,48
Papaya,2023-08-03,75,102
Grapes,2023-08-03,133,39
Tomato,2023-08-04,201,57
Potato,2023-08-04,197,51
Onion,2023-08-04,211,59
Carrot,2023-08-04,270,30
Cabbage,2023-08-04,276,34
Brinjal,2023-08-04,114,49
Cauliflower,2023-08-04,453,115
Spinach,2023-08-04,118,15
Beans,2023-08-04,95,82
Apple,2023-08-04,308,67
Banana,2023-08-04,435,59
Mango,2023-08-04,174,40
Orange,2023-08-04,397,32
Papaya,2023-08-04,191,46
Grapes,2023-08-04,304,115
Tomato,2023-08-05,81,49
Potato,2023-08-05,349,112
Onion,2023-08-05,157,31
Carrot,2023-08-05,132,99
Cabbage,2023-08-05,114,88
Brinjal,2023-08-05,460,29
Cauliflower,2023-08-05,246,87
Spinach,2023-08-05,427,86
Beans,2023-08-05,381,67
Apple,2023-08-05,426,89
Banana,2023-08-05,213,29
Mango,2023-08-05,438,115
Orange,2023-08-05,343,88
Papaya,2023-08-05,191,107
Grapes,2023-08-05,93,112
Tomato,2023-08-06,118,31
Potato,2023-08-06,337,56
Onion,2023-08-06,110,32
Carrot,2023-08-06,481,63
Cabbage,2023-08-06,111,102
Brinjal,2023-08-06,497,15
Cauliflower,2023-08-06,329,63
Spinach,2023-08-06,97,88
Beans,2023-08-06,153,64
Apple,2023-08-06,199,114
Banana,2023-08-06,401,57
Mango,2023-08-06,162,28
Orange,2023-08-06,434,54
Papaya,2023-08-06,155,65
Grapes,2023-08-06,354,97
Tomato,2023-08-07,52,66
Potato,2023-08-07,77,111
Onion,2023-08-07,364,120
Carrot,2023-08-07,192,41
Cabbage,2023-08-07,309,109
Brinjal,2023-08-07,262,13
Cauliflower,2023-08-07,483,43
Spinach,2023-08-07,116,83
Beans,2023-08-07,342,18
Apple,2023-08-07,470,24
Banana,2023-08-07,490,20
Mango,2023-08-07,96,79
Orange,2023-08-07,71,112
Papaya,2023-08-07,304,92
Grapes,2023-08-07,101,81
Tomato,2023-08-08,260,80
Potato,2023-08-08,73,47
Onion,2023-08-08,157,98
Carrot,2023-08-08,122,47
Cabbage,2023-08-08,424,15
Brinjal,2023-08-08,467,67
Cauliflower,2023-08-08,225,15
Spinach,2023-08-08,50,48
Beans,2023-08-08,239,21
Apple,2023-08-08,453,61
Banana,2023-08-08,84,67
Mango,2023-08-08,88,48
Orange,2023-08-08,59,22
Papaya,2023-08-08,417,24
Grapes,2023-08-08,225,62
Tomato,2023-08-09,92,27
Potato,2023-08-09,368,104
Onion,2023-08-09,461,95
Carrot,2023-08-09,207,109
Cabbage,2023-08-09,64,75
Brinjal,2023-08-09,471,14
Cauliflower,2023-08-09,113,39
Spinach,2023-08-09,245,38
Beans,2023-08-09,308,108
Apple,2023-08-09,304,55
Banana,2023-08-09,162,36
Mango,2023-08-09,416,55
Orange,2023-08-09,408,20
Papaya,2023-08-09,464,76
Grapes,2023-08-09,424,55
Tomato,2023-08-10,248,20
Potato,2023-08-10,356,49
Onion,2023-08-10,463,89
Carrot,2023-08-10,226,39
Cabbage,2023-08-10,145,111
Brinjal,2023-08-10,432,112
Cauliflower,2023-08-10,388,18
Spinach,2023-08-10,147,91
Beans,2023-08-10,324,49
Apple,2023-08-10,309,72
Banana,2023-08-10,356,34
Mango,2023-08-10,370,68
Orange,2023-08-10,330,68
Papaya,2023-08-10,334,34
Grapes,2023-08-10,77,91
Tomato,2023-08-11,108,73
Potato,2023-08-11,198,73
Onion,2023-08-11,470,101
Carrot,2023-08-11,109,80
Cabbage,2023-08-11,74,78
Brinjal,2023-08-11,493,101
Cauliflower,2023-08-11,492,105
Spinach,2023-08-11,166,52
Beans,2023-08-11,474,47
Apple,2023-08-11,290,68
Banana,2023-08-11,423,11
Mango,2023-08-11,118,42
Orange,2023-08-11,388,79
Papaya,2023-08-11,100,76
Grapes,2023-08-11,373,32
Tomato,2023-08-12,394,117
Potato,2023-08-12,485,18
Onion,2023-08-12,136,32
Carrot,2023-08-12,100,94
Cabbage,2023-08-12,52,20
Brinjal,2023-08-12,83,87
Cauliflower,2023-08-12,222,71
Spinach,2023-08-12,136,43
Beans,2023-08-12,219,62
Apple,2023-08-12,343,21
